新闻,#genre#
CS218東映チャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/831.ts
BS日本映画専門チャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/829.ts
映画?チャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/882.ts
衛星劇場(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/832.ts
時代劇専門チャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/841.ts
CS294ホームドラマチャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/843.ts
ファミリー劇場FamilyTheatre(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/842.ts
MONDOTV(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/844.ts
TBSチャンネル１(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/845.ts
TBSチャンネル2(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/846.ts
テレ朝チャンネルTVAsahi１(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/847.ts
テレ朝チャンネルTVAsahi2(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/848.ts
フジテレビFUJITVONE(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/849.ts
フジテレビFUJITVTWO(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/850.ts
フジテレビFUJITVNEXT(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/851.ts
スーパー！ドラマSuperDramaTV(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/852.ts
ＡＸＮ海外ドラマ(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/853.ts
FOX(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/854.ts
女性チャンネル?LaLaTV(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/855.ts
ザ?シネマTheCinema(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/834.ts
ムービープラスMoviePlus(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/835.ts
AXNミステリーMystery(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/856.ts
100%ヒッツ！スペースシャワーTVプラス(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/857.ts
スペースシャワー(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/858.ts
MTVHD(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/859.ts
MUSICON!TV（エムオン!）(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/860.ts
ミュージック?エア(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/861.ts
ミュージック?ジャパン(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/880.ts
歌謡ポップスチャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/862.ts
アニマルプラネット(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/868.ts
アニメシアターXAT-X(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/865.ts
ヒストリーチャンネル日本世界の歴史＆エンタメ(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/869.ts
ナショナルジオグラフィック(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/870.ts
BSアニマックスAnimax(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/815.ts
BSスカパー!SkyPerfecTV(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/827.ts
TBSニュースバード(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/872.ts
FIGHTINGTVサムライ(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/879.ts
TAKARAZUKASKYSTAGE(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/840.ts
BSフジFuji(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/817.ts
アイドル専門チャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/881.ts
キッズステーション(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/863.ts
グリーンチャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/826.ts
スカイ(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/836.ts
スポーツライブ(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/876.ts
チャンネル銀河(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/833.ts
ディスカバリーチャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/867.ts
ディズニージュニアお子さま向けディズニー番組(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/866.ts
テレビ大阪TVOsaka(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/813.ts
よみうりテレビYTV(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/814.ts
囲碁?将棋チャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/875.ts
旅チャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/877.ts
鉄道チャンネル(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/878.ts
日テレプラスNitterePlus(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/838.ts
海外アニメ！カートゥーンネットワーク(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/864.ts
KNTV(JP),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/883.ts
韩国KR,#genre#
KBS1(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/886.ts
KBS2(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/887.ts
MBC(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/889.ts
SBS(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/888.ts
KBSNDrama(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/890.ts
KBSNJoy(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/891.ts
KBSNKids(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/892.ts
KBSWorld(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/893.ts
MBCDRAMA(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/899.ts
MBCM(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/902.ts
MBCNO(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/900.ts
SBSBIZ(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/895.ts
SBSPlus(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/896.ts
JTBC(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/903.ts
JTBC2(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/904.ts
CATCHON1(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/909.ts
CATCHON2(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/917.ts
ChannelA(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/908.ts
ChannelChina(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/945.ts
ChannelaPlus(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/962.ts
Anibox(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/965.ts
Anione(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/966.ts
AXN[??](KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/912.ts
BTN(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/951.ts
CHING(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/942.ts
CNTV(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/926.ts
CPBC(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/952.ts
CTS(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/954.ts
Discoverychannel(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/953.ts
HISTORY(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/956.ts
Smithsonianchannel(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/950.ts
EBS1(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/946.ts
EBS2(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/947.ts
EBSPLUS1(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/894.ts
EBSPLUS2(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/948.ts
EBSKids(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/928.ts
FTV(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/943.ts
InetTV(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/923.ts
JEI??TV(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/910.ts
KidsTalkTalk(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/927.ts
Kstar(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/968.ts
MBN(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/907.ts
NOW[??](KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/911.ts
OCN(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/914.ts
OCNMovies1(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/915.ts
OCNMovies2(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/916.ts
Mnet(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/919.ts
PlayyWell(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/971.ts
SCREEN(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/913.ts
SKStoa(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/963.ts
tvNSports(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/949.ts
Tooniverse(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/924.ts
Golf&PBA(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/958.ts
TVChosun(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/905.ts
TVChosun2(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/918.ts
TVBaduk(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/944.ts
tvN(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/920.ts
tvNShow(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/921.ts
Yonhapnewstv(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/906.ts
YTN(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/929.ts
韩国娱乐台KMTV(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/975.ts
?????(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/925.ts
?????braintv象棋(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/959.ts
Arirang(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/964.ts
ALLTVK(KR),http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/974.ts
轮播LB,#genre#
三国演义,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2337.ts
西游记,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2336.ts
西游记续,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2339.ts
红楼梦,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2343.ts
红楼梦,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2348.ts
水浒传,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2341.ts
上海滩G,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2340.ts
上海滩Y,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2342.ts
射雕英雄传,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2335.ts
射雕英雄传Y,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2338.ts
走向共和,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2345.ts
大明王朝1566,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2344.ts
山花烂漫时,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2350.ts
康熙王朝,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2347.ts
雍正王朝,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2346.ts
我的团长我的团,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2351.ts
潜伏,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2356.ts
亮剑,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2349.ts
武林外传,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2352.ts
周星驰,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2354.ts
任然,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2372.ts
借枪,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2355.ts
刘德华,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2363.ts
周华健,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2373.ts
戴佩妮,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2370.ts
黄家驹,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2374.ts
甄嬛传,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2353.ts
90年代华语经典,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2358.ts
00年代华语经典,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2357.ts
10年代华语经典,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2359.ts
粤语歌曲1974-94,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2361.ts
王心凌,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2365.ts
王菲,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2376.ts
徐佳莹,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2367.ts
那英,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2371.ts
郁可唯,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2364.ts
郑少秋,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2375.ts
陈慧娴,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2360.ts
陈百强,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2362.ts
陈绮贞,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2369.ts
香港怀旧金曲,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2366.ts
刘若英,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2368.ts
王剑,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2566.ts
文昭思绪飞扬,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2586.ts
袁sir,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2573.ts
stone,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2567.ts
老黑1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2579.ts
老黑2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2580.ts
温相说党史1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2574.ts
温相说党史2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2575.ts
明镜电视1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2582.ts
明镜电视2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2583.ts
冷眼财经,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2578.ts
徐某人,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2572.ts
徐晓东1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2576.ts
徐晓东2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2577.ts
周孝正,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2571.ts
周周侃1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2584.ts
周周侃2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2585.ts
黄河边1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2587.ts
黄河边2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2588.ts
国际盲流子,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2568.ts
人在非洲1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2569.ts
人在非洲2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2570.ts
小岛浪吹,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2565.ts
Memehongkong-1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/2581.ts
美国USA,#genre#
USCNN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1125.ts
USCNNB,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1201.ts
USCNNInternational,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1277.ts
USFOXNews,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1183.ts
USMSNBC,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1273.ts
USOAN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1265.ts
USNewsmax,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1264.ts
France24EN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1261.ts
SKYNEWS,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1262.ts
DW,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1557.ts
AljeezeraEnglish,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1305.ts
Russiatoday,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1312.ts
USCGTN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1268.ts
USI24NewsEnglish,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1309.ts
USCNBC,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1271.ts
USFoxBusiness,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1246.ts
USBBCWorldNews,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1188.ts
USRussiatoday,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1182.ts
USCBSN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1130.ts
USBloomberg,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1126.ts
USWeatherChannel,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1286.ts
USWeathernation,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1284.ts
USNBCNowNews,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1127.ts
USABCNYWABC,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1131.ts
USNBCNYWNBC,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1132.ts
USFOX5NYWNYW,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1134.ts
USCBSNYWCBS,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1133.ts
USABCLOSANGELES,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1135.ts
USNBCLosAngelesKNBC,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1247.ts
USFox11LOSANGELESKTTV,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1137.ts
USCBSLOSANGELES,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1136.ts
USABC10MiamiWPLG,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1138.ts
USNBCMiamiWTVJ,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1139.ts
USFoxMiamiWSVN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1141.ts
USCBSMiamiWFOR,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1140.ts
USABC12SanAntonioKSAT,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1142.ts
USNBC4SanAntonioWOAI,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1143.ts
USCBS5SanAntonioKENS,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1144.ts
USCBS2-WBBM,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1186.ts
USCWNYWPIX,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1145.ts
USWSB-TV,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/26644.ts
USPBSNYBuffalo,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1280.ts
USNews12Bronx,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1128.ts
USNews12Westchester,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1129.ts
USHBO1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1146.ts
USHBO2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1147.ts
USHBOComedy,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1150.ts
USHBOSignature,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1148.ts
USHBOLatino,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1152.ts
USHBOZone,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1151.ts
USHDNetMovies,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1153.ts
USShowtime,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1154.ts
USShowtime2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1155.ts
USShowtimeExtrem,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1157.ts
USShowtimeShowcase,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1156.ts
USStarz,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1158.ts
USStarzComedy,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1163.ts
USStarzEdge,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1160.ts
USStarzEncore,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1159.ts
USStarzinBlack,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1161.ts
USStarzKidsandFamily,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1162.ts
USStarzEncoreWesterns,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1250.ts
USCinemax,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1164.ts
US5Starmax,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1165.ts
USActionmax,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1166.ts
USMoremax,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1167.ts
USEPIX2,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1298.ts
USHallmark,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1290.ts
USHallmarkDrama,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1289.ts
UShallmarkMovie&Mysteries,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1288.ts
USLMN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1245.ts
USUSANetwork,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1229.ts
USHGTV,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1173.ts
USInvestagationDiscovery,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1175.ts
USSYFY,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1310.ts
USTVOne,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1307.ts
USION,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1197.ts
USLifetime,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1174.ts
USTLC,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1172.ts
USOWN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1176.ts
USTCM,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1181.ts
USVH1,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1177.ts
USWGN,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1178.ts
USA&E,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1242.ts
USAHC,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1236.ts
USAMC,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1203.ts
USADULTSWIM,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1295.ts
USBBCAmerica,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1204.ts
USBET,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1205.ts
USBetHer,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1267.ts
USBetJam,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1276.ts
USBetSoul,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1278.ts
USBravo,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1210.ts
USCMT,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1297.ts
USComedyCentral,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1230.ts
USComet,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1222.ts
USCozi,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1283.ts
USCrime&Investigation,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1293.ts
USDestinationAmerica,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1216.ts
USDiscovery,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1303.ts
USDiscoveryLifeChannel,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1304.ts
USFoodNetwork,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1311.ts
USNickelodeon,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1306.ts
USHistory,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1244.ts
USScience,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1275.ts
USDiscoveryFamily,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1258.ts
USAnimalPlanet,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1308.ts
USNatGeo,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1302.ts
USNatGeoWild,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1249.ts
USCooking,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1248.ts
USDisney,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1213.ts
USDisneyJunior,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1214.ts
USDisneyXD,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1215.ts
USCartoonNetwork,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1251.ts
USBoomerage,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1254.ts
USNickJunior,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1179.ts
USNicktoon,http://iptvpro.pw:35451//live/加QQ群995225115福利/96467899/1231.ts
